"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"D1";"LED_D5.0mm_IRGrey";1;"LED";;;
2;"D2";"LED_D5.0mm_Clear";1;"D_Photo";;;
3;"D3";"LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder";1;"LED";;;
4;"J1";"PinHeader_1x03_P2.54mm_Vertical";1;"Conn_01x03";;;
5;"R1,R2,R3";"R_1206_3216Metric_Pad1.30x1.75mm_HandSolder";3;"R";;;
6;"RV1";"Potentiometer_Bourns_3269W_Vertical";1;"R_POT";;;
7;"U1";"SOIC-8_3.9x4.9mm_P1.27mm";1;"LM358";;;
